ST,INSTRUMENT_ID,QUESTION,ANSWER_ID,ANSWER_TEXT,ESTIMATE_PERCENTAGE,SE
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",2,Identify new supply chain options,11.20%,1.74%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",3,Develop online sales or websites,14.00%,1.59%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",4,Increase marketing or sales,34.70%,1.66%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",5,Learn how to better provide for the safety of customers and employees,15.30%,0.96%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",6,Identify and hire new employees,21.20%,1.29%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",7,Permanently close this business,5.80%,0.80%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",8,None of the above,32.20%,1.17%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",2,2-3 months,2.70%,0.53%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",3,4-6 months,18.50%,1.62%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",4,More than 6 months,50.00%,2.45%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",5,I do not believe this business will return to its normal level of operations.,7.30%,0.87%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",6,This business has permanently closed.,1.30%,0.34%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",7,There has been little or no effect on this business's normal level of operations.,13.90%,1.66%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",8,This business has returned to its normal level of operations.,5.80%,1.18%
IL,1,"Overall, how has this business been affected by the COVID-19 pandemic?",1,Large negative effect,48.70%,1.55%
IL,1,"Overall, how has this business been affected by the COVID-19 pandemic?",2,Moderate negative effect,38.90%,1.37%
IL,1,"Overall, how has this business been affected by the COVID-19 pandemic?",3,Little or no effect,10.00%,1.00%
IL,1,"Overall, how has this business been affected by the COVID-19 pandemic?",4,Moderate positive effect,1.30%,0.43%
IL,1,"Overall, how has this business been affected by the COVID-19 pandemic?",5,Large positive effect,1.10%,0.35%
IL,2,"In the last week, did this business experience a change in operating revenues/sales/receipts, not including any financial assistance or loans?",1,"Yes, increased",12.40%,0.91%
IL,2,"In the last week, did this business experience a change in operating revenues/sales/receipts, not including any financial assistance or loans?",2,"Yes, decreased",56.40%,1.69%
IL,2,"In the last week, did this business experience a change in operating revenues/sales/receipts, not including any financial assistance or loans?",3,No,31.20%,1.82%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",1,$0 - $500,10.80%,1.51%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",2,"$501 - $2,500",6.30%,0.77%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",3,"$2,501 - $5,000",4.80%,1.01%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",4,"$5,001 - $15,000",10.10%,1.26%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",5,"$15,001 - $50,000",20.70%,1.53%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",6,"$50,001 - $125,000",13.60%,1.14%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",7,"$125,001 - $200,000",6.50%,1.24%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",8,"$200,001 - $500,000",9.90%,0.80%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",9,"$500,001 or more",9.80%,0.87%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",10,Don't know,7.40%,1.28%
IL,4,"In the last week, did this business temporarily close any of its locations for at least one day?",1,Yes,30.50%,1.52%
IL,4,"In the last week, did this business temporarily close any of its locations for at least one day?",2,No,69.50%,1.52%
